device_id,date,pm1,pm2_5,pm10
3494540052A0,2022-11-28,10.7642,13.8412,23.0559
3494540052A0,2022-11-27,22.9386,27.4571,41.839
3494540052A0,2022-11-26,19.8117,23.6407,36.1605
3494540052A0,2022-11-25,17.8356,21.9586,34.2375
3494540052A0,2022-11-24,2.071,4.698,11.0077
3494540052A0,2022-11-23,0.9031,3.8017,10.8821
3494540052A0,2022-11-22,10.3325,13.3321,21.323
3494540052A0,2022-11-18,-3.4003,-0.375,4.1621
3494540052A0,2022-11-17,3.0403,5.1158,10.8581
3494540052A0,2022-11-16,-4.0739,-1.1581,3.0924
3494540052A0,2022-11-15,0.5289,3.1491,8.2764
3494540029D8,2022-11-30,12.2539,15.2353,25.0033
3494540029D8,2022-11-29,28.8814,33.561,49.7378
3494540029D8,2022-11-28,33.8618,40.0471,59.4177
3494540029D8,2022-11-27,44.6364,53.7762,77.1576
3494540029D8,2022-11-26,59.3661,70.2259,97.7158
3494540029D8,2022-11-25,24.2824,28.3342,41.6737
3494540029D8,2022-11-24,26.0749,29.9504,44.0082
3494540029D8,2022-11-23,11.5894,13.6594,21.9418
3494540029D8,2022-11-22,14.9956,17.9468,28.2284
3494540029D8,2022-11-21,36.9004,42.0749,60.8846
3494540029D8,2022-11-20,8.7903,11.6386,20.0282
3494540029D8,2022-11-19,22.0834,25.6815,38.6617
3494540029D8,2022-11-18,28.2373,32.1688,46.8768
3494540029D8,2022-11-17,36.6258,43.2621,61.1133
3494540029D8,2022-11-16,52.5396,59.6106,79.6852
3494540029D8,2022-11-15,39.5481,47.5286,70.571
3494540029D8,2022-11-14,54.6868,64.2554,88.5294
3494540029D8,2022-11-13,47.4002,55.2553,75.3707
3494540029D8,2022-11-12,40.9419,47.0745,65.7088
3494540029D8,2022-11-11,37.8801,42.8503,59.247
3494540029D8,2022-11-10,34.5073,39.554,56.534
3494540029D8,2022-11-09,51.1785,58.5748,79.5764
3494540029D8,2022-11-08,35.2529,41.4832,60.6772
3494540029D8,2022-11-07,23.7804,28.1762,42.0751
3494540029D8,2022-11-06,15.1682,17.7336,27.1598
3494540029D8,2022-11-05,11.8149,14.21,22.6255
3494540029D8,2022-11-04,34.5431,39.4837,56.0382
3494540029D8,2022-11-03,40.3259,50.1912,72.6067
3494540029D8,2022-11-02,38.2556,44.4611,63.6008
3494540029D8,2022-11-01,67.8988,77.6427,100.5284
A848FA94359C,2022-11-30,17.1236,18.5852,23.5376
A848FA94359C,2022-11-29,31.0507,34.9154,49.1101
A848FA94359C,2022-11-28,28.0456,31.5156,43.7805
A848FA94359C,2022-11-27,83.4194,90.0272,119.125
A848FA94359C,2022-11-26,54.0181,59.515,79.0
A848FA94359C,2022-11-25,25.037,28.396,37.045
A848FA94359C,2022-11-24,77.5524,84.2451,112.6669
A848FA94359C,2022-11-23,37.8563,40.76,54.2578
A848FA94359C,2022-11-22,86.2337,93.1353,126.0304
A848FA94359C,2022-11-21,32.14,35.5622,47.1388
A848FA94359C,2022-11-20,16.0317,17.9399,23.0126
A848FA94359C,2022-11-19,27.5352,30.4644,41.8385
A848FA94359C,2022-11-18,45.8775,49.725,67.4157
A848FA94359C,2022-11-17,54.3157,59.1987,78.1819
A848FA94359C,2022-11-16,81.2679,87.4683,118.1022
A848FA94359C,2022-11-15,68.8622,75.3595,101.4512
A848FA94359C,2022-11-14,67.306,74.0077,99.7711
A848FA94359C,2022-11-13,66.822,73.9942,100.553
A848FA94359C,2022-11-12,38.0579,42.2138,57.6225
A848FA94359C,2022-11-11,37.6808,41.2932,54.3303
A848FA94359C,2022-11-10,40.9595,44.6321,61.4818
A848FA94359C,2022-11-09,59.1447,65.6767,89.4536
A848FA94359C,2022-11-08,43.2987,48.9637,66.8015
A848FA94359C,2022-11-07,27.5646,31.3135,43.8872
A848FA94359C,2022-11-06,17.3845,19.9585,27.0872
A848FA94359C,2022-11-05,10.4705,12.4703,15.798
A848FA94359C,2022-11-04,20.9599,24.0973,34.0842
A848FA94359C,2022-11-03,39.9772,44.4797,61.8472
A848FA94359C,2022-11-02,33.0195,36.6249,50.7158
A848FA94359C,2022-11-01,25.0944,27.9901,39.0173
A848FA92A434,2022-11-28,42.22,48.8333,69.4572
A848FA92A434,2022-11-27,73.0527,84.0015,110.7074
A848FA92A434,2022-11-26,125.2296,142.5166,178.4988
A848FA92A434,2022-11-25,79.5406,88.7652,112.6212
A848FA92A434,2022-11-24,91.6243,103.445,129.9621
A848FA92A434,2022-11-21,72.4386,80.5614,102.9049
A848FA92A434,2022-11-20,31.2462,35.0908,49.1166
A848FA92A434,2022-11-19,55.5184,62.451,82.8121
A848FA92A434,2022-11-18,60.2574,67.2267,87.7265
A848FA92A434,2022-11-17,69.2011,78.4943,100.4267
A848FA92A434,2022-11-16,121.3587,138.2955,170.1382
A848FA92A434,2022-11-15,76.8529,90.8502,116.8428
A848FA92A434,2022-11-14,105.6845,122.245,154.5938
A848FA92A434,2022-11-13,84.8042,95.2061,120.7395
A848FA92A434,2022-11-12,73.0294,81.3802,104.1137
A848FA92A434,2022-11-11,64.7876,71.8701,91.2685
A848FA92A434,2022-11-10,50.0344,57.3351,75.5949
A848FA92A434,2022-11-09,71.2425,79.1231,99.7586
A848FA92A434,2022-11-08,63.1298,71.4768,92.7432
A848FA92A434,2022-11-07,70.4549,80.2857,102.431
A848FA92A434,2022-11-06,34.8731,39.251,54.0002
A848FA92A434,2022-11-05,18.0341,20.2849,29.3635
A848FA92A434,2022-11-04,85.9475,96.6729,121.5266
A848FA92A434,2022-11-03,78.4493,91.8106,118.4537
A848FA92A434,2022-11-02,78.6609,89.634,113.908
A848FA92A434,2022-11-01,55.2279,61.6824,81.429
349454004000,2022-11-29,17.3099,20.1545,28.7057
349454004000,2022-11-28,15.3232,18.5563,27.1501
349454004000,2022-11-24,1.6503,3.9217,8.5838
349454004000,2022-11-23,0.5786,3.2632,8.2625
349454004000,2022-11-22,7.7556,10.2796,16.8551
349454004000,2022-11-21,20.7959,26.2848,39.3315
349454004000,2022-11-18,4.8056,6.9049,12.6826
349454004000,2022-11-17,2.3134,4.9213,10.3644
349454004000,2022-11-16,13.4161,16.6932,24.7534
349454004000,2022-11-15,6.5518,8.7746,14.5478
349454004000,2022-11-14,39.8824,45.2191,59.2142
349454004000,2022-11-10,19.9685,21.9126,31.7522
0CDC7E3DA61C,2022-11-30,44.2397,49.4049,67.4932
0CDC7E3DA61C,2022-11-29,48.6169,54.8846,74.3457
0CDC7E3DA61C,2022-11-28,33.2539,37.6555,53.7436
0CDC7E3DA61C,2022-11-27,30.3238,34.4599,48.7398
0CDC7E3DA61C,2022-11-26,47.6689,53.2019,71.9846
0CDC7E3DA61C,2022-11-25,43.8066,49.4528,66.7021
0CDC7E3DA61C,2022-11-24,46.7279,52.1514,71.8252
0CDC7E3DA61C,2022-11-15,53.1621,59.5316,80.1194
0CDC7E3DA61C,2022-11-14,58.9374,65.5849,86.1903
0CDC7E3DA61C,2022-11-13,47.2031,53.1266,70.983
0CDC7E3DA61C,2022-11-12,42.1765,47.0702,64.731
0CDC7E3DA61C,2022-11-11,34.8878,38.9387,54.0165
0CDC7E3DA61C,2022-11-10,55.6766,62.2603,81.9317
0CDC7E3DA61C,2022-11-09,41.5019,47.087,64.2141
0CDC7E3DA61C,2022-11-08,32.8047,37.424,52.0785
0CDC7E3DA61C,2022-11-07,45.1091,50.3618,67.009
0CDC7E3DA61C,2022-11-06,15.3597,18.0921,28.1278
0CDC7E3DA61C,2022-11-05,22.5221,25.8498,36.9207
0CDC7E3DA61C,2022-11-04,19.9939,23.4566,34.8472
0CDC7E3DA61C,2022-11-03,43.4146,49.4126,66.3864
0CDC7E3DA61C,2022-11-02,26.2411,29.7064,43.553
0CDC7E3DA61C,2022-11-01,41.5314,47.2794,64.4432
0CDC7E3EDAC0,2022-11-30,9.5559,12.0033,18.6702
0CDC7E3EDAC0,2022-11-29,22.1435,26.2334,37.6163
0CDC7E3EDAC0,2022-11-28,26.7308,31.7393,45.8624
0CDC7E3EDAC0,2022-11-27,43.4236,50.3984,67.9263
0CDC7E3EDAC0,2022-11-26,61.7437,70.5486,90.5746
0CDC7E3EDAC0,2022-11-25,27.7664,31.3418,45.0293
0CDC7E3EDAC0,2022-11-24,18.0945,21.0056,30.5444
0CDC7E3EDAC0,2022-11-23,14.7015,17.5464,26.1159
0CDC7E3EDAC0,2022-11-22,12.4964,15.5804,24.1121
0CDC7E3EDAC0,2022-11-21,32.0139,36.3888,49.3356
0CDC7E3EDAC0,2022-11-20,11.3993,13.9482,21.2388
0CDC7E3EDAC0,2022-11-19,18.4381,21.1939,29.9687
0CDC7E3EDAC0,2022-11-18,32.7108,36.6461,50.4418
0CDC7E3EDAC0,2022-11-17,24.3756,28.124,39.3366
0CDC7E3EDAC0,2022-11-16,81.736,91.2581,111.8416
0CDC7E3EDAC0,2022-11-15,47.6965,53.7153,70.4463
0CDC7E3EDAC0,2022-11-14,46.312,52.6173,68.9077
0CDC7E3EDAC0,2022-11-13,43.5581,49.6852,65.639
0CDC7E3EDAC0,2022-11-12,29.461,33.5644,47.2981
0CDC7E3EDAC0,2022-11-11,31.9452,36.3734,49.1107
0CDC7E3EDAC0,2022-11-10,38.2259,43.5221,58.654
