school_code,time,pm1,pm2_5,pm10
os-slobodan-sekulic-uzice,2023-03-31T23:00:00,1.51,4.09,8.04
os-slobodan-sekulic-uzice,2023-03-31T22:00:00,1.37,4.05,6.91
os-slobodan-sekulic-uzice,2023-03-31T21:00:00,0.48,3.02,7.05
os-slobodan-sekulic-uzice,2023-03-31T20:00:00,1.92,4.51,7.37
os-slobodan-sekulic-uzice,2023-03-31T19:00:00,1.69,4.35,7.35
os-slobodan-sekulic-uzice,2023-03-31T18:00:00,1.08,3.85,6.83
os-slobodan-sekulic-uzice,2023-03-31T17:00:00,2.21,4.66,8.77
os-slobodan-sekulic-uzice,2023-03-31T16:00:00,1.43,4.1,7.85
os-slobodan-sekulic-uzice,2023-03-31T15:00:00,-0.13,2.91,6.29
os-slobodan-sekulic-uzice,2023-03-31T14:00:00,-0.11,2.88,6.3
os-slobodan-sekulic-uzice,2023-03-31T13:00:00,-1.5,1.88,5.01
os-slobodan-sekulic-uzice,2023-03-31T12:00:00,-1.41,1.81,6.74
os-slobodan-sekulic-uzice,2023-03-31T11:00:00,-0.69,2.33,5.77
os-slobodan-sekulic-uzice,2023-03-31T10:00:00,-0.37,2.73,6.22
os-slobodan-sekulic-uzice,2023-03-31T09:00:00,-0.49,2.54,6.07
os-slobodan-sekulic-uzice,2023-03-31T08:00:00,-0.01,2.94,6.58
os-slobodan-sekulic-uzice,2023-03-31T07:00:00,-0.64,2.49,6.09
os-slobodan-sekulic-uzice,2023-03-31T06:00:00,-0.42,2.75,5.26
os-slobodan-sekulic-uzice,2023-03-31T05:00:00,-0.72,2.53,5.25
os-slobodan-sekulic-uzice,2023-03-31T04:00:00,-1.09,2.21,4.63
os-slobodan-sekulic-uzice,2023-03-31T03:00:00,-1.65,1.68,4.04
os-slobodan-sekulic-uzice,2023-03-31T02:00:00,-1.94,1.56,3.76
os-slobodan-sekulic-uzice,2023-03-31T01:00:00,-1.33,2.03,5.24
os-slobodan-sekulic-uzice,2023-03-31T00:00:00,-1.32,2.2,4.68
os-slobodan-sekulic-uzice,2023-03-30T23:00:00,-1.46,1.88,4.4
os-slobodan-sekulic-uzice,2023-03-30T22:00:00,-1.02,2.37,4.84
os-slobodan-sekulic-uzice,2023-03-30T21:00:00,-0.26,2.77,5.38
os-slobodan-sekulic-uzice,2023-03-30T20:00:00,-0.02,2.99,5.75
os-slobodan-sekulic-uzice,2023-03-30T19:00:00,-0.62,2.57,5.12
os-slobodan-sekulic-uzice,2023-03-30T18:00:00,2.42,5.01,8.28
os-slobodan-sekulic-uzice,2023-03-30T17:00:00,4.34,6.52,10.32
os-slobodan-sekulic-uzice,2023-03-30T16:00:00,3.29,5.75,10.18
os-slobodan-sekulic-uzice,2023-03-30T15:00:00,-0.16,2.79,6.38
os-slobodan-sekulic-uzice,2023-03-30T14:00:00,-2.23,1.23,4.51
os-slobodan-sekulic-uzice,2023-03-30T13:00:00,-2.56,1.03,3.9
os-slobodan-sekulic-uzice,2023-03-30T12:00:00,-2.99,0.69,3.72
os-slobodan-sekulic-uzice,2023-03-30T11:00:00,-2.72,0.91,4.16
os-slobodan-sekulic-uzice,2023-03-30T10:00:00,-2.42,1.23,4.19
os-slobodan-sekulic-uzice,2023-03-30T09:00:00,-1.87,1.65,4.79
os-slobodan-sekulic-uzice,2023-03-30T08:00:00,-1.92,1.73,4.84
os-slobodan-sekulic-uzice,2023-03-30T07:00:00,3.2,5.57,9.85
os-slobodan-sekulic-uzice,2023-03-30T06:00:00,12.74,14.45,20.79
os-slobodan-sekulic-uzice,2023-03-30T05:00:00,31.12,32.9,47.05
os-slobodan-sekulic-uzice,2023-03-30T04:00:00,30.26,32.45,47.0
os-slobodan-sekulic-uzice,2023-03-30T03:00:00,28.16,30.94,44.49
os-slobodan-sekulic-uzice,2023-03-30T02:00:00,27.05,30.06,43.36
os-slobodan-sekulic-uzice,2023-03-30T01:00:00,28.67,32.17,46.72
os-slobodan-sekulic-uzice,2023-03-30T00:00:00,33.77,37.15,54.93
os-slobodan-sekulic-uzice,2023-03-29T23:00:00,35.09,38.67,56.75
os-slobodan-sekulic-uzice,2023-03-29T22:00:00,40.3,44.04,65.14
os-slobodan-sekulic-uzice,2023-03-29T21:00:00,41.11,44.79,65.72
os-slobodan-sekulic-uzice,2023-03-29T20:00:00,49.03,53.55,74.69
os-slobodan-sekulic-uzice,2023-03-29T19:00:00,34.73,38.97,57.67
os-slobodan-sekulic-uzice,2023-03-29T18:00:00,37.27,40.83,59.86
os-slobodan-sekulic-uzice,2023-03-29T17:00:00,31.39,34.46,49.73
os-slobodan-sekulic-uzice,2023-03-29T16:00:00,12.16,13.98,20.37
os-slobodan-sekulic-uzice,2023-03-29T15:00:00,4.18,6.42,10.8
os-slobodan-sekulic-uzice,2023-03-29T14:00:00,-0.16,2.8,6.22
os-slobodan-sekulic-uzice,2023-03-29T13:00:00,-0.14,2.93,6.38
os-slobodan-sekulic-uzice,2023-03-29T12:00:00,-0.38,2.7,6.03
os-slobodan-sekulic-uzice,2023-03-29T11:00:00,0.37,3.31,6.86
os-slobodan-sekulic-uzice,2023-03-29T10:00:00,0.53,3.58,8.05
os-slobodan-sekulic-uzice,2023-03-29T09:00:00,-1.65,1.8,5.13
os-slobodan-sekulic-uzice,2023-03-29T08:00:00,1.37,4.19,7.94
os-slobodan-sekulic-uzice,2023-03-29T07:00:00,4.58,6.85,11.76
os-slobodan-sekulic-uzice,2023-03-29T06:00:00,7.59,9.64,14.83
os-slobodan-sekulic-uzice,2023-03-29T05:00:00,15.58,16.88,24.09
os-slobodan-sekulic-uzice,2023-03-29T04:00:00,14.21,16.78,23.91
os-slobodan-sekulic-uzice,2023-03-29T03:00:00,3.9,6.3,10.84
os-slobodan-sekulic-uzice,2023-03-29T02:00:00,4.33,6.68,11.19
os-slobodan-sekulic-uzice,2023-03-29T01:00:00,4.2,6.43,10.89
os-slobodan-sekulic-uzice,2023-03-29T00:00:00,5.26,7.25,11.09
os-slobodan-sekulic-uzice,2023-03-28T23:00:00,9.15,10.89,16.28
os-slobodan-sekulic-uzice,2023-03-28T22:00:00,19.34,21.3,29.71
os-slobodan-sekulic-uzice,2023-03-28T21:00:00,50.91,55.07,75.78
os-slobodan-sekulic-uzice,2023-03-28T20:00:00,55.94,59.93,79.79
os-slobodan-sekulic-uzice,2023-03-28T19:00:00,39.93,42.72,60.74
os-slobodan-sekulic-uzice,2023-03-28T18:00:00,12.33,13.53,18.77
os-slobodan-sekulic-uzice,2023-03-28T17:00:00,13.56,15.59,22.2
os-slobodan-sekulic-uzice,2023-03-28T16:00:00,8.77,10.58,15.42
os-slobodan-sekulic-uzice,2023-03-28T15:00:00,8.21,10.16,14.98
os-slobodan-sekulic-uzice,2023-03-28T14:00:00,3.11,5.43,10.0
os-slobodan-sekulic-uzice,2023-03-28T13:00:00,0.55,3.49,7.23
os-slobodan-sekulic-uzice,2023-03-28T12:00:00,1.59,4.3,8.19
os-slobodan-sekulic-uzice,2023-03-28T11:00:00,0.54,3.44,7.21
os-slobodan-sekulic-uzice,2023-03-28T10:00:00,-0.6,2.54,6.0
os-slobodan-sekulic-uzice,2023-03-28T09:00:00,0.57,3.38,7.13
os-slobodan-sekulic-uzice,2023-03-28T08:00:00,2.3,4.83,8.86
os-slobodan-sekulic-uzice,2023-03-28T07:00:00,5.53,7.99,12.59
os-slobodan-sekulic-uzice,2023-03-28T06:00:00,3.73,6.1,10.25
os-slobodan-sekulic-uzice,2023-03-28T05:00:00,2.71,5.09,9.19
os-slobodan-sekulic-uzice,2023-03-28T04:00:00,1.93,4.69,8.63
os-slobodan-sekulic-uzice,2023-03-28T03:00:00,-0.14,2.87,6.46
os-slobodan-sekulic-uzice,2023-03-28T02:00:00,-1.17,2.17,5.31
os-slobodan-sekulic-uzice,2023-03-28T01:00:00,-1.23,2.09,5.22
os-slobodan-sekulic-uzice,2023-03-28T00:00:00,0.44,3.29,6.81
os-slobodan-sekulic-uzice,2023-03-27T23:00:00,2.11,4.63,8.58
os-slobodan-sekulic-uzice,2023-03-27T22:00:00,4.83,6.8,10.86
os-slobodan-sekulic-uzice,2023-03-27T21:00:00,7.64,9.26,13.88
os-slobodan-sekulic-uzice,2023-03-27T20:00:00,4.76,6.71,10.82
os-slobodan-sekulic-uzice,2023-03-27T19:00:00,2.45,5.03,9.04
os-slobodan-sekulic-uzice,2023-03-27T18:00:00,1.87,4.55,8.5
os-slobodan-sekulic-uzice,2023-03-27T17:00:00,12.75,13.99,20.11
os-slobodan-sekulic-uzice,2023-03-27T16:00:00,7.33,9.24,14.39
os-slobodan-sekulic-uzice,2023-03-27T15:00:00,4.32,6.55,11.21
os-slobodan-sekulic-uzice,2023-03-27T14:00:00,2.37,4.89,8.7
os-slobodan-sekulic-uzice,2023-03-27T13:00:00,2.71,5.11,9.05
os-slobodan-sekulic-uzice,2023-03-27T12:00:00,1.47,4.09,7.71
os-slobodan-sekulic-uzice,2023-03-27T11:00:00,-0.93,2.16,5.47
os-slobodan-sekulic-uzice,2023-03-27T10:00:00,-0.27,2.7,6.37
os-slobodan-sekulic-uzice,2023-03-27T09:00:00,5.26,7.24,11.58
os-slobodan-sekulic-uzice,2023-03-27T08:00:00,3.46,5.74,9.59
os-slobodan-sekulic-uzice,2023-03-27T07:00:00,4.3,6.41,10.5
os-slobodan-sekulic-uzice,2023-03-25T18:00:00,7.51,9.29,13.58
os-slobodan-sekulic-uzice,2023-03-25T17:00:00,15.02,16.42,22.51
os-slobodan-sekulic-uzice,2023-03-25T16:00:00,11.62,12.53,17.17
os-slobodan-sekulic-uzice,2023-03-25T15:00:00,17.22,18.09,24.67
os-slobodan-sekulic-uzice,2023-03-25T14:00:00,15.58,16.83,23.12
os-slobodan-sekulic-uzice,2023-03-25T13:00:00,8.21,9.62,13.73
os-slobodan-sekulic-uzice,2023-03-25T12:00:00,10.21,11.57,16.37
os-slobodan-sekulic-uzice,2023-03-25T11:00:00,13.34,14.48,20.37
os-slobodan-sekulic-uzice,2023-03-25T10:00:00,10.86,12.3,17.42
os-slobodan-sekulic-uzice,2023-03-25T09:00:00,1.89,4.4,7.21
os-slobodan-sekulic-uzice,2023-03-25T08:00:00,14.5,15.8,21.85
os-slobodan-sekulic-uzice,2023-03-25T07:00:00,24.96,26.99,37.37
os-slobodan-sekulic-uzice,2023-03-25T06:00:00,22.38,23.66,31.63
os-slobodan-sekulic-uzice,2023-03-25T05:00:00,11.54,12.85,17.57
os-slobodan-sekulic-uzice,2023-03-25T04:00:00,10.42,11.77,16.22
os-slobodan-sekulic-uzice,2023-03-25T03:00:00,13.26,14.08,19.29
os-slobodan-sekulic-uzice,2023-03-25T02:00:00,10.88,12.13,16.94
os-slobodan-sekulic-uzice,2023-03-25T01:00:00,9.87,11.28,16.05
os-slobodan-sekulic-uzice,2023-03-25T00:00:00,8.89,10.33,14.63
os-slobodan-sekulic-uzice,2023-03-24T23:00:00,13.9,15.06,20.72
os-slobodan-sekulic-uzice,2023-03-24T22:00:00,5.35,7.25,10.74
os-slobodan-sekulic-uzice,2023-03-24T21:00:00,3.32,5.58,8.5
os-slobodan-sekulic-uzice,2023-03-24T20:00:00,4.33,6.43,9.59
os-slobodan-sekulic-uzice,2023-03-24T19:00:00,4.83,6.82,11.14
os-slobodan-sekulic-uzice,2023-03-24T18:00:00,10.53,12.07,17.44
os-slobodan-sekulic-uzice,2023-03-24T17:00:00,4.96,7.03,11.44
os-slobodan-sekulic-uzice,2023-03-24T16:00:00,0.53,3.38,6.76
os-slobodan-sekulic-uzice,2023-03-24T15:00:00,-2.16,1.31,4.39
os-slobodan-sekulic-uzice,2023-03-24T14:00:00,-2.37,1.15,4.27
os-slobodan-sekulic-uzice,2023-03-24T13:00:00,-2.55,1.01,4.03
os-slobodan-sekulic-uzice,2023-03-24T12:00:00,-2.3,1.19,4.1
os-slobodan-sekulic-uzice,2023-03-24T11:00:00,-3.01,0.77,3.99
os-slobodan-sekulic-uzice,2023-03-24T10:00:00,-2.4,1.11,4.19
os-slobodan-sekulic-uzice,2023-03-24T09:00:00,6.12,8.04,12.94
os-slobodan-sekulic-uzice,2023-03-24T08:00:00,25.48,28.24,41.22
os-slobodan-sekulic-uzice,2023-03-24T07:00:00,31.55,35.69,54.23
os-slobodan-sekulic-uzice,2023-03-24T06:00:00,26.25,27.78,38.67
os-slobodan-sekulic-uzice,2023-03-24T05:00:00,23.38,25.22,34.01
os-slobodan-sekulic-uzice,2023-03-24T04:00:00,21.41,22.72,30.07
os-slobodan-sekulic-uzice,2023-03-24T03:00:00,25.33,26.76,36.72
os-slobodan-sekulic-uzice,2023-03-24T02:00:00,22.31,23.91,32.5
os-slobodan-sekulic-uzice,2023-03-24T01:00:00,23.72,26.23,37.65
os-slobodan-sekulic-uzice,2023-03-24T00:00:00,20.73,21.79,29.21
os-slobodan-sekulic-uzice,2023-03-23T23:00:00,21.33,22.13,29.44
os-slobodan-sekulic-uzice,2023-03-23T22:00:00,24.58,26.35,35.85
os-slobodan-sekulic-uzice,2023-03-23T21:00:00,37.26,39.87,57.39
os-slobodan-sekulic-uzice,2023-03-23T20:00:00,58.68,61.38,80.25
os-slobodan-sekulic-uzice,2023-03-23T19:00:00,50.78,52.98,72.34
os-slobodan-sekulic-uzice,2023-03-23T18:00:00,40.23,42.63,61.64
os-slobodan-sekulic-uzice,2023-03-23T17:00:00,31.74,34.0,48.6
os-slobodan-sekulic-uzice,2023-03-23T16:00:00,15.85,17.62,25.18
os-slobodan-sekulic-uzice,2023-03-23T15:00:00,8.16,9.43,14.13
os-slobodan-sekulic-uzice,2023-03-23T14:00:00,6.46,8.02,12.56
os-slobodan-sekulic-uzice,2023-03-23T13:00:00,5.34,7.13,11.38
os-slobodan-sekulic-uzice,2023-03-23T12:00:00,5.47,7.13,11.05
os-slobodan-sekulic-uzice,2023-03-23T11:00:00,5.47,7.01,10.97
os-slobodan-sekulic-uzice,2023-03-23T10:00:00,6.37,7.8,11.96
os-slobodan-sekulic-uzice,2023-03-23T09:00:00,11.98,12.81,18.29
os-slobodan-sekulic-uzice,2023-03-23T08:00:00,18.05,19.82,27.79
os-slobodan-sekulic-uzice,2023-03-23T07:00:00,25.18,27.07,38.09
os-slobodan-sekulic-uzice,2023-03-23T06:00:00,23.17,24.28,32.44
os-slobodan-sekulic-uzice,2023-03-23T05:00:00,17.6,18.24,24.97
os-slobodan-sekulic-uzice,2023-03-23T04:00:00,13.21,13.93,19.67
os-slobodan-sekulic-uzice,2023-03-23T03:00:00,13.08,14.02,19.15
os-slobodan-sekulic-uzice,2023-03-23T02:00:00,13.76,14.91,20.49
os-slobodan-sekulic-uzice,2023-03-23T01:00:00,13.87,14.99,20.56
os-slobodan-sekulic-uzice,2023-03-23T00:00:00,16.45,17.6,23.73
os-slobodan-sekulic-uzice,2023-03-22T23:00:00,19.69,20.61,28.0
os-slobodan-sekulic-uzice,2023-03-22T22:00:00,23.65,25.23,34.44
os-slobodan-sekulic-uzice,2023-03-22T21:00:00,36.35,39.17,56.18
os-slobodan-sekulic-uzice,2023-03-22T20:00:00,54.54,58.16,77.9
os-slobodan-sekulic-uzice,2023-03-22T19:00:00,56.38,59.11,76.12
os-slobodan-sekulic-uzice,2023-03-22T18:00:00,50.03,53.17,72.93
os-slobodan-sekulic-uzice,2023-03-22T17:00:00,33.38,35.94,49.2
os-slobodan-sekulic-uzice,2023-03-22T16:00:00,17.03,18.87,26.54
os-slobodan-sekulic-uzice,2023-03-22T15:00:00,0.28,3.16,6.58
os-slobodan-sekulic-uzice,2023-03-22T14:00:00,0.55,3.28,6.74
os-slobodan-sekulic-uzice,2023-03-22T13:00:00,1.1,3.81,7.13
os-slobodan-sekulic-uzice,2023-03-22T12:00:00,-0.24,2.77,5.97
os-slobodan-sekulic-uzice,2023-03-22T11:00:00,0.87,3.58,6.87
os-slobodan-sekulic-uzice,2023-03-22T10:00:00,1.79,4.47,6.85
os-slobodan-sekulic-uzice,2023-03-22T09:00:00,17.33,18.8,26.35
os-slobodan-sekulic-uzice,2023-03-22T08:00:00,21.44,23.28,31.71
os-slobodan-sekulic-uzice,2023-03-22T07:00:00,21.98,23.62,31.91
os-slobodan-sekulic-uzice,2023-03-22T06:00:00,29.13,31.16,43.55
os-slobodan-sekulic-uzice,2023-03-22T05:00:00,25.45,26.72,36.49
os-slobodan-sekulic-uzice,2023-03-22T04:00:00,20.29,20.79,28.17
os-slobodan-sekulic-uzice,2023-03-22T03:00:00,17.37,18.9,25.32
os-slobodan-sekulic-uzice,2023-03-22T02:00:00,20.85,22.18,29.11
os-slobodan-sekulic-uzice,2023-03-22T01:00:00,15.69,16.85,22.77
os-slobodan-sekulic-uzice,2023-03-22T00:00:00,16.74,17.73,24.3
os-slobodan-sekulic-uzice,2023-03-21T23:00:00,19.76,20.52,26.72
os-slobodan-sekulic-uzice,2023-03-21T22:00:00,45.63,48.43,66.54
os-slobodan-sekulic-uzice,2023-03-21T21:00:00,40.66,43.49,61.52
os-slobodan-sekulic-uzice,2023-03-21T20:00:00,79.16,83.87,105.11
os-slobodan-sekulic-uzice,2023-03-21T19:00:00,96.08,101.09,126.25
os-slobodan-sekulic-uzice,2023-03-21T18:00:00,91.53,96.09,122.21
os-slobodan-sekulic-uzice,2023-03-21T17:00:00,73.19,76.57,96.22
os-slobodan-sekulic-uzice,2023-03-21T16:00:00,43.4,46.1,63.76
os-slobodan-sekulic-uzice,2023-03-21T15:00:00,27.99,29.87,41.84
os-slobodan-sekulic-uzice,2023-03-21T14:00:00,23.72,25.34,33.83
os-slobodan-sekulic-uzice,2023-03-21T13:00:00,19.01,19.82,26.93
os-slobodan-sekulic-uzice,2023-03-21T12:00:00,16.91,17.76,24.32
os-slobodan-sekulic-uzice,2023-03-21T11:00:00,19.14,20.15,26.95
os-slobodan-sekulic-uzice,2023-03-21T10:00:00,23.85,25.57,35.2
os-slobodan-sekulic-uzice,2023-03-21T09:00:00,18.43,19.52,27.34
os-slobodan-sekulic-uzice,2023-03-21T08:00:00,29.52,31.79,45.35
os-slobodan-sekulic-uzice,2023-03-21T07:00:00,33.27,35.92,52.04
os-slobodan-sekulic-uzice,2023-03-21T06:00:00,29.97,32.03,45.92
os-slobodan-sekulic-uzice,2023-03-21T05:00:00,24.45,26.71,38.15
os-slobodan-sekulic-uzice,2023-03-21T04:00:00,21.6,23.57,32.92
os-slobodan-sekulic-uzice,2023-03-21T03:00:00,20.73,21.4,28.48
os-slobodan-sekulic-uzice,2023-03-21T02:00:00,21.18,22.32,31.91
os-slobodan-sekulic-uzice,2023-03-21T01:00:00,27.21,29.76,42.99
os-slobodan-sekulic-uzice,2023-03-21T00:00:00,34.71,37.68,54.66
os-slobodan-sekulic-uzice,2023-03-20T23:00:00,42.71,45.66,65.46
os-slobodan-sekulic-uzice,2023-03-20T22:00:00,48.68,51.8,70.36
os-slobodan-sekulic-uzice,2023-03-20T21:00:00,57.27,60.68,77.14
os-slobodan-sekulic-uzice,2023-03-20T20:00:00,60.65,63.64,81.8
os-slobodan-sekulic-uzice,2023-03-20T19:00:00,31.16,33.68,48.92
os-slobodan-sekulic-uzice,2023-03-20T18:00:00,25.66,27.26,36.75
os-slobodan-sekulic-uzice,2023-03-20T17:00:00,16.84,17.28,23.09
os-slobodan-sekulic-uzice,2023-03-20T16:00:00,15.55,16.52,22.87
os-slobodan-sekulic-uzice,2023-03-20T15:00:00,11.93,12.79,18.42
os-slobodan-sekulic-uzice,2023-03-20T14:00:00,10.64,11.51,16.59
os-slobodan-sekulic-uzice,2023-03-20T13:00:00,8.1,9.51,14.18
os-slobodan-sekulic-uzice,2023-03-20T12:00:00,8.69,10.05,15.18
os-slobodan-sekulic-uzice,2023-03-20T11:00:00,9.06,10.55,15.38
os-slobodan-sekulic-uzice,2023-03-20T10:00:00,13.14,14.19,20.26
os-slobodan-sekulic-uzice,2023-03-20T09:00:00,18.88,19.77,26.9
os-slobodan-sekulic-uzice,2023-03-20T08:00:00,30.84,33.23,47.61
os-slobodan-sekulic-uzice,2023-03-20T07:00:00,36.35,39.39,57.29
os-slobodan-sekulic-uzice,2023-03-20T06:00:00,37.64,40.75,59.23
os-slobodan-sekulic-uzice,2023-03-20T05:00:00,25.79,28.39,40.65
os-slobodan-sekulic-uzice,2023-03-20T04:00:00,27.66,30.79,44.65
os-slobodan-sekulic-uzice,2023-03-20T03:00:00,25.01,27.5,39.4
os-slobodan-sekulic-uzice,2023-03-20T02:00:00,27.88,30.57,44.1
os-slobodan-sekulic-uzice,2023-03-20T01:00:00,29.25,32.1,46.7
os-slobodan-sekulic-uzice,2023-03-20T00:00:00,31.81,34.7,50.53
os-slobodan-sekulic-uzice,2023-03-19T23:00:00,30.06,32.93,48.01
os-slobodan-sekulic-uzice,2023-03-19T22:00:00,31.92,34.68,50.37
os-slobodan-sekulic-uzice,2023-03-19T21:00:00,57.37,60.85,79.3
os-slobodan-sekulic-uzice,2023-03-19T20:00:00,92.25,96.26,119.52
os-slobodan-sekulic-uzice,2023-03-19T19:00:00,93.83,98.18,123.12
os-slobodan-sekulic-uzice,2023-03-19T18:00:00,78.93,85.16,108.42
os-slobodan-sekulic-uzice,2023-03-19T17:00:00,42.92,46.82,66.56
os-slobodan-sekulic-uzice,2023-03-19T16:00:00,29.46,32.3,46.18
os-slobodan-sekulic-uzice,2023-03-19T15:00:00,19.22,20.21,27.79
os-slobodan-sekulic-uzice,2023-03-19T14:00:00,12.58,13.12,20.02
os-slobodan-sekulic-uzice,2023-03-19T13:00:00,10.32,11.61,16.19
os-slobodan-sekulic-uzice,2023-03-19T12:00:00,15.04,15.69,21.7
os-slobodan-sekulic-uzice,2023-03-19T11:00:00,25.55,27.46,37.61
os-slobodan-sekulic-uzice,2023-03-19T10:00:00,27.75,30.18,42.8
os-slobodan-sekulic-uzice,2023-03-19T09:00:00,28.88,31.96,45.85
os-slobodan-sekulic-uzice,2023-03-19T08:00:00,29.43,32.18,46.99
os-slobodan-sekulic-uzice,2023-03-19T07:00:00,34.43,37.75,54.8
os-slobodan-sekulic-uzice,2023-03-19T06:00:00,33.17,35.12,49.78
os-slobodan-sekulic-uzice,2023-03-19T05:00:00,25.03,28.01,40.81
os-slobodan-sekulic-uzice,2023-03-19T04:00:00,24.29,27.39,39.57
os-slobodan-sekulic-uzice,2023-03-19T03:00:00,25.78,28.91,41.78
os-slobodan-sekulic-uzice,2023-03-19T02:00:00,24.44,27.54,39.39
os-slobodan-sekulic-uzice,2023-03-19T01:00:00,28.97,32.2,46.88
os-slobodan-sekulic-uzice,2023-03-19T00:00:00,30.91,34.15,50.29
os-slobodan-sekulic-uzice,2023-03-18T23:00:00,47.76,51.67,69.88
os-slobodan-sekulic-uzice,2023-03-18T22:00:00,68.98,74.48,94.57
os-slobodan-sekulic-uzice,2023-03-18T21:00:00,73.89,78.96,100.45
os-slobodan-sekulic-uzice,2023-03-18T20:00:00,60.2,65.21,84.04
os-slobodan-sekulic-uzice,2023-03-18T19:00:00,43.07,46.2,66.36
os-slobodan-sekulic-uzice,2023-03-18T18:00:00,50.49,53.89,73.54
os-slobodan-sekulic-uzice,2023-03-18T17:00:00,28.72,31.01,45.24
os-slobodan-sekulic-uzice,2023-03-18T16:00:00,12.41,13.97,19.7
os-slobodan-sekulic-uzice,2023-03-18T15:00:00,8.05,9.32,13.19
os-slobodan-sekulic-uzice,2023-03-18T14:00:00,5.49,7.77,11.91
os-slobodan-sekulic-uzice,2023-03-18T13:00:00,10.63,11.93,17.51
os-slobodan-sekulic-uzice,2023-03-18T12:00:00,9.11,10.58,15.39
os-slobodan-sekulic-uzice,2023-03-18T11:00:00,6.7,8.17,13.04
os-slobodan-sekulic-uzice,2023-03-18T10:00:00,8.95,10.33,15.31
os-slobodan-sekulic-uzice,2023-03-18T09:00:00,13.94,14.89,20.63
os-slobodan-sekulic-uzice,2023-03-18T08:00:00,16.67,17.93,24.52
os-slobodan-sekulic-uzice,2023-03-18T07:00:00,31.17,33.56,47.99
os-slobodan-sekulic-uzice,2023-03-18T06:00:00,27.97,30.17,42.82
os-slobodan-sekulic-uzice,2023-03-18T05:00:00,26.48,28.96,40.93
os-slobodan-sekulic-uzice,2023-03-18T04:00:00,23.54,25.59,35.09
os-slobodan-sekulic-uzice,2023-03-18T03:00:00,24.88,27.16,37.51
os-slobodan-sekulic-uzice,2023-03-18T02:00:00,24.03,26.24,36.33
os-slobodan-sekulic-uzice,2023-03-18T01:00:00,27.85,30.82,44.33
os-slobodan-sekulic-uzice,2023-03-18T00:00:00,30.43,33.36,48.57
os-slobodan-sekulic-uzice,2023-03-17T23:00:00,36.95,40.68,59.71
os-slobodan-sekulic-uzice,2023-03-17T22:00:00,49.21,53.31,74.57
os-slobodan-sekulic-uzice,2023-03-17T21:00:00,70.77,74.54,97.42
os-slobodan-sekulic-uzice,2023-03-17T20:00:00,63.33,67.51,88.69
os-slobodan-sekulic-uzice,2023-03-17T19:00:00,69.2,72.68,93.17
os-slobodan-sekulic-uzice,2023-03-17T18:00:00,52.91,57.3,78.85
os-slobodan-sekulic-uzice,2023-03-17T17:00:00,39.12,42.14,60.86
os-slobodan-sekulic-uzice,2023-03-17T16:00:00,15.58,17.39,24.85
os-slobodan-sekulic-uzice,2023-03-17T15:00:00,2.75,5.28,9.22
os-slobodan-sekulic-uzice,2023-03-17T14:00:00,2.7,5.05,8.97
os-slobodan-sekulic-uzice,2023-03-17T13:00:00,3.98,6.12,10.21
os-slobodan-sekulic-uzice,2023-03-17T12:00:00,6.04,7.99,12.41
os-slobodan-sekulic-uzice,2023-03-17T11:00:00,7.33,8.98,13.93
os-slobodan-sekulic-uzice,2023-03-17T10:00:00,6.44,8.29,12.97
os-slobodan-sekulic-uzice,2023-03-17T09:00:00,5.28,7.51,12.11
os-slobodan-sekulic-uzice,2023-03-17T08:00:00,5.4,7.72,12.42
os-slobodan-sekulic-uzice,2023-03-17T07:00:00,14.18,16.15,23.22
os-slobodan-sekulic-uzice,2023-03-17T06:00:00,32.2,35.23,50.43
os-slobodan-sekulic-uzice,2023-03-17T05:00:00,23.8,26.72,37.93
os-slobodan-sekulic-uzice,2023-03-17T04:00:00,14.31,16.06,23.27
os-slobodan-sekulic-uzice,2023-03-17T03:00:00,15.03,16.97,24.56
os-slobodan-sekulic-uzice,2023-03-17T02:00:00,18.65,20.8,29.21
os-slobodan-sekulic-uzice,2023-03-17T01:00:00,22.07,24.43,33.22
os-slobodan-sekulic-uzice,2023-03-17T00:00:00,33.17,36.8,54.08
os-slobodan-sekulic-uzice,2023-03-16T23:00:00,63.56,70.67,94.99
os-slobodan-sekulic-uzice,2023-03-16T22:00:00,82.71,88.58,117.73
os-slobodan-sekulic-uzice,2023-03-16T21:00:00,68.43,73.88,95.9
os-slobodan-sekulic-uzice,2023-03-16T20:00:00,88.34,92.8,120.84
os-slobodan-sekulic-uzice,2023-03-16T19:00:00,52.62,56.56,77.0
os-slobodan-sekulic-uzice,2023-03-16T18:00:00,37.82,41.07,57.9
os-slobodan-sekulic-uzice,2023-03-16T17:00:00,22.45,24.24,33.45
os-slobodan-sekulic-uzice,2023-03-16T16:00:00,12.13,13.72,19.78
os-slobodan-sekulic-uzice,2023-03-16T15:00:00,9.33,11.01,16.3
os-slobodan-sekulic-uzice,2023-03-16T14:00:00,7.46,9.34,13.55
os-slobodan-sekulic-uzice,2023-03-16T13:00:00,6.89,8.88,13.77
os-slobodan-sekulic-uzice,2023-03-16T12:00:00,5.62,7.75,12.62
os-slobodan-sekulic-uzice,2023-03-16T11:00:00,5.08,7.2,11.81
os-slobodan-sekulic-uzice,2023-03-16T10:00:00,10.49,12.0,17.53
os-slobodan-sekulic-uzice,2023-03-16T09:00:00,9.85,11.31,16.57
