device_id,facility,date,pm1,pm2_5,pm10
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-09,28.6517,32.8877,48.7509
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-08,24.3038,29.67,45.3347
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-07,13.6007,16.849,26.811
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-06,28.4881,33.4872,49.944
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-05,38.8914,45.6457,65.3917
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-04,16.3727,18.9958,29.2123
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-03,32.4572,38.7148,57.0924
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-02,27.0466,31.1688,46.3284
0CDC7E3DD1CC,os-ivo-andric-pranjani,2022-12-01,15.291,17.8715,27.9059
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-31,188.0122,222.5536,278.3671
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-30,261.72,328.2532,409.3853
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-29,155.0191,179.8239,224.7479
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-28,107.3597,121.6572,152.4309
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-27,73.9018,84.8068,110.3504
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-26,195.8196,233.1975,292.4961
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-25,208.3514,247.8568,307.2606
3494540033D4,os-rifat-burdzevic-trso-novi-pazar,2022-12-24,219.4493,260.4456,321.5762
