device_id,date,pm1,pm2_5,pm10
3494540048AC
3494540045EC
0CDC7E3D8B7C
0CDC7E3DB688
0CDC7E3DE3F0
349454002C8C
0CDC7E3E1DD0
0CDC7E3DB250,2022-11-15T23:00:00,27.0449,31.7578,46.1547
0CDC7E3DB250,2022-11-15T22:00:00,23.6625,26.3622,36.8148
0CDC7E3DB250,2022-11-15T21:00:00,48.963,55.0577,76.389
0CDC7E3DB250,2022-11-15T20:00:00,73.404,82.6648,103.1853
0CDC7E3DB250,2022-11-15T19:00:00,67.0871,76.0982,96.8126
0CDC7E3DB250,2022-11-15T18:00:00,101.5691,119.3466,150.3802
0CDC7E3DB250,2022-11-15T17:00:00,56.1491,63.1615,83.4795
0CDC7E3DB250,2022-11-15T16:00:00,66.7443,72.3508,89.6601
0CDC7E3DB250,2022-11-15T15:00:00,39.6994,44.6464,63.2898
0CDC7E3DB250,2022-11-15T14:00:00,44.8254,51.4621,66.6895
0CDC7E3DB250,2022-11-15T13:00:00,8.7354,10.5682,17.1686
0CDC7E3DB250,2022-11-15T12:00:00,19.1337,22.5412,32.321
0CDC7E3DB250,2022-11-15T11:00:00,19.2713,22.9949,33.035
0CDC7E3DB250,2022-11-15T10:00:00,10.4922,13.3919,21.1009
0CDC7E3DB250,2022-11-15T09:00:00,23.5061,26.9304,37.9818
0CDC7E3DB250,2022-11-15T08:00:00,16.9077,19.9238,29.459
0CDC7E3DB250,2022-11-15T07:00:00,15.4691,17.6373,25.7584
0CDC7E3DB250,2022-11-15T06:00:00,13.936,16.1558,24.0439
0CDC7E3DB250,2022-11-15T05:00:00,18.906,21.6594,31.3573
0CDC7E3DB250,2022-11-15T04:00:00,4.8397,7.1229,13.26
0CDC7E3DB250,2022-11-15T03:00:00,4.9714,6.98,12.8824
0CDC7E3DB250,2022-11-15T02:00:00,11.7156,13.927,20.9558
0CDC7E3DB250,2022-11-15T01:00:00,13.9089,15.9499,23.4038
0CDC7E3DB250,2022-11-15T00:00:00,16.7951,19.2569,27.5802
0CDC7E3CAC70,2022-11-15T12:00:00,0.2048,2.9861,7.8168
0CDC7E3CAC70,2022-11-15T11:00:00,1.7143,3.9255,8.8942
0CDC7E3CAC70,2022-11-15T10:00:00,1.1386,3.6798,8.6385
0CDC7E3CAC70,2022-11-15T09:00:00,2.0342,4.4574,9.7816
0CDC7E3CAC70,2022-11-15T08:00:00,2.1972,4.6449,9.7088
349454002C54,2022-11-15T23:00:00,20.7306,25.6476,36.7909
349454002C54,2022-11-15T22:00:00,18.2946,20.5895,29.3737
349454002C54,2022-11-15T21:00:00,40.8719,46.9745,68.1172
349454002C54,2022-11-15T20:00:00,58.2612,66.9417,86.0861
349454002C54,2022-11-15T19:00:00,52.9389,61.8741,82.2836
349454002C54,2022-11-15T18:00:00,78.8068,96.2652,123.4533
349454002C54,2022-11-15T17:00:00,45.5313,52.4418,73.341
349454002C54,2022-11-15T16:00:00,55.7337,60.8276,78.8234
349454002C54,2022-11-15T15:00:00,33.9645,38.7725,56.841
349454002C54,2022-11-15T14:00:00,37.3094,43.3611,57.923
349454002C54,2022-11-15T13:00:00,5.4213,7.491,13.5391
349454002C54,2022-11-15T12:00:00,13.3797,16.3675,24.3383
349454002C54,2022-11-15T11:00:00,13.8974,17.164,25.9462
349454002C54,2022-11-15T10:00:00,5.7119,8.6422,15.2838
349454002C54,2022-11-15T09:00:00,16.9488,20.1692,28.9136
349454002C54,2022-11-15T08:00:00,12.2016,15.0084,23.124
349454002C54,2022-11-15T07:00:00,9.5994,12.08,18.8482
349454002C54,2022-11-15T06:00:00,9.7705,12.0028,19.1468
349454002C54,2022-11-15T05:00:00,13.74,16.5489,24.4217
349454002C54,2022-11-15T04:00:00,1.298,3.8711,9.7528
349454002C54,2022-11-15T03:00:00,1.455,4.0265,9.7436
349454002C54,2022-11-15T02:00:00,7.6468,10.0461,16.6244
349454002C54,2022-11-15T01:00:00,9.6008,11.8827,18.6229
349454002C54,2022-11-15T00:00:00,12.0248,14.0893,21.1607
3494540052A0,2022-11-15T12:00:00,0.5289,3.1491,8.2764
3494540029D8,2022-11-15T23:00:00,31.0434,36.2118,54.0079
3494540029D8,2022-11-15T22:00:00,32.5675,38.0242,56.3302
3494540029D8,2022-11-15T21:00:00,36.2563,42.0212,62.4751
3494540029D8,2022-11-15T20:00:00,39.9812,47.2388,70.7977
3494540029D8,2022-11-15T19:00:00,42.3459,50.1897,73.8358
3494540029D8,2022-11-15T18:00:00,43.8529,52.7604,76.1704
3494540029D8,2022-11-15T17:00:00,42.5597,50.9235,75.0482
3494540029D8,2022-11-15T16:00:00,39.8065,47.7939,71.7597
3494540029D8,2022-11-15T15:00:00,41.7467,49.6604,73.5052
